time,Qc0,Qc1,Qc2,Qc3
0.0,-0.4005914449096317,0.3343853134817252,0.6898546848538569,-0.3541056428635605
0.02,0.7981260735227611,-0.34642235038838054,0.763289645095685,0.5600220213276912
0.04,0.36246398563315374,-0.6179351981171064,-0.46248305481472274,-0.7494447795448815
0.06,0.4517330194288951,0.8049563913782769,0.026550452380212253,-0.28093879453691484
0.08,-0.7246784039831013,0.28194068792062255,0.16502304823112324,0.8444201686976935
0.1,0.8479671269728435,-0.5149075526798084,0.74684101108319,0.3537504144090211
0.12,0.14756073081793986,0.7031206267962558,0.7429301248358744,-0.05247629443576818
0.14,-0.7606784793373735,-0.4891418803017422,0.33592564888433785,0.7198682795397437
0.16,0.4462162184795855,0.9734670650674482,0.006068203513795778,-0.978540267995083
0.18,0.01715947833103426,0.29150389071100813,-0.07655881148692467,-0.08202064858608393
0.2,-0.9931571978464113,-0.4363575580449306,-0.01570773600937092,0.6921361159757009
0.22,0.18312726080661368,0.8950514454259046,-0.050635857060455924,-0.2100461020300859
0.24,-0.6491046065450143,-0.029224425365654172,0.4351727805589314,-0.2784396425752025
0.26,0.556714658086213,0.9986477295217362,0.30351498999462145,-0.37911653866492356
0.28,-0.510993992540316,-0.8701504514465994,0.7940972554604,-0.2921511114651987
0.3,-0.22780627707836598,-0.7397607177687033,0.8159656902967913,0.5807291019532321
0.32,0.08497937658408916,0.02989313119559789,-0.6712966103695961,0.01912395129678779
0.34,0.6522014611975049,0.8281508440948189,-0.8738156012791838,0.29722769177418096
0.36,-0.2330542416038759,0.26975998094410913,-0.49971329224800765,-0.41968232699282826
0.38,0.6963079516477302,0.061272898313524005,0.6677171047570527,0.19256314958338172
0.4,-0.23771684040363117,0.3302913637814884,-0.9636898037232264,0.7613343603352944
0.42,-0.07939908369397752,0.09793746660701919,-0.3024468236505409,0.7007046573793945
0.44,0.8865064743156768,0.3480383800345286,-0.35353326909587146,0.6809090832087363
0.46,-0.264884512469183,0.07081579042512476,-0.4100050497393162,0.9348497390120476
0.48,0.5286740703673922,0.8221209284720006,-0.8336118205376595,-0.11905935003041868
0.5,0.6991147935526163,0.7718979310629894,-0.02705968453570118,0.41883534547911827
0.52,-0.6653548016150272,0.2490757550250653,-0.10010860396764065,-0.5356706123138955
0.54,0.7486563305092673,-0.42068377788572375,-0.8515360513574244,0.9798734707341419
0.56,-0.5021435527204341,0.8196438403019695,-0.2949880101342237,0.4068965312074706
0.58,-0.26543448260668034,0.6139098220103274,0.9060017105501481,-0.675334083383687
0.6,0.6241241454044046,0.7100210392617303,0.6653951888672236,0.7458602653742601
0.62,-0.2979703830507041,-0.9783054238470312,-0.17398472725848046,-0.6621767304874935
0.64,-0.6897661735194411,-0.7316579658394082,0.06673111191780867,0.03542656637302555
0.66,-0.615326295130681,0.6650790839245166,-0.510818656432545,-0.6718928634812709
0.68,-0.04650053585920899,0.686204714086702,-0.2557818648542083,-0.13792948471207866
0.7000000000000001,0.6889575570765782,-0.25939873388267864,-0.21408345385976024,0.5034778638479296
0.72,-0.7453101728897678,-0.8819683065422519,-0.7257932401251348,0.048588177629176776
0.74,-0.4384658638699781,-0.8135410432583683,0.8987398294272166,0.0054488157669509985
0.76,-0.29786059194385706,0.9458124351686499,-0.585035514534163,-0.5330428193142551
0.78,0.92882984056213,0.5701406387524515,-0.7334941358860825,-0.47382148446655936
0.8,-0.19178534767692912,-0.1521534186964728,-0.029605708927005647,0.10474814432719204
0.8200000000000001,0.31818266443415766,0.1920188483758134,-0.5173078820687533,0.8813582952921151
0.84,-0.5983397327912989,-0.8530527013610198,-0.37549922960719084,0.9621147512621573
0.86,0.6202831094273793,0.9240921575828274,0.8654630152454328,-0.8575493508731864
0.88,-0.8528422054379272,0.9448923006851091,0.12652612546270392,-0.5229540455062474
0.9,0.2089330859610936,-0.23308832042947936,-0.7090607094452086,0.7897512877654633
0.92,0.18120199756177602,0.8564859108891401,0.24504580973461199,0.7059338116966112
0.9400000000000001,-0.9790867445300262,0.2553814010766473,-0.3204571270128689,0.29834248935086594
0.96,0.6583528390990174,0.6450512041457024,-0.38130654059563396,0.30165909591434037
0.98,0.35832251725631536,-0.911421102481017,-0.08846047209273156,-0.9382335429477164
1.0,0.7830518633012031,0.44150594751504,0.17811936856097899,-0.2947522827533757
1.02,0.926768121551345,0.6423042816862818,0.6660353116801072,-0.7901970101489062
1.04,0.3253300503316179,0.5883793476607919,-0.9247469898810947,-0.6924766346238569
1.06,0.8427133988607856,0.9197731649729246,-0.6824834990274165,0.7943538403322692
1.08,-0.4825195799490358,0.06393610603649158,0.511693026038982,-0.1676791131629778
1.1,0.6338396784355964,0.31256260356855425,-0.42172694826541846,0.30680392877235896
1.12,-0.05222526565937646,-0.5076128016174439,0.43616462847388493,-0.2540351254388784
1.1400000000000001,0.6928553662140331,-0.6786312796798593,-0.2632944978801204,0.7027446331377716
1.16,-0.17938182107732104,0.14184156047031693,0.17903987480071049,-0.07766655062414829
