time,Qc0,Qc1,Qc2,Qc3
0.0,-0.09169051671747486,-0.6473217143140442,0.5132946984772511,-0.7823155916557556
0.02,-0.6401702823050357,0.29212457331603714,-0.1864050306796481,-0.38180847996578193
0.04,0.8531442099702711,0.41277647151103536,0.9655106273390193,0.7777834103934831
0.06,0.7829771990108125,0.6485931846106106,0.27280888074189735,-0.8542884233140955
0.08,0.8701718041522088,-0.4774491119489941,-0.5814072268008597,0.8934814735954086
0.1,0.7565782635468052,0.22939730951635817,0.29798950094624077,0.7511805675090462
0.12,-0.10253770657732408,0.24125648639641284,0.674897711912962,-0.07923568934079506
0.14,-0.2632189960834821,0.019593651908505594,-0.3794619446000491,0.1957217250961647
0.16,0.326666260963572,-0.7537758275900808,-0.508956894839474,0.06942729716130125
0.18,-0.014650363723409221,-0.8902441296970247,-0.23789661982063492,0.772542875919457
0.2,0.26945673444593754,0.7603868538890162,-0.08500216193090337,-0.44539702634774625
0.22,-0.6387956429599684,0.3968499229332323,-0.8304911329625306,-0.6645638420110167
0.24,0.03225723792596247,-0.03334859051099892,-0.08851547895784617,-0.2710338108964483
0.26,0.15652866140258181,-0.1742171860598618,0.04204324402948534,-0.9717443063392452
0.28,0.678102164495672,-0.9260078422695419,-0.921219576100702,0.7028204246780501
0.3,0.26249240037914845,0.8822668937977673,0.3843439934654189,-0.2314408603809497
0.32,0.19103886394888447,0.9672332101607986,-0.5600632626553439,-0.9367578001872874
0.34,-0.8640703148971614,-0.3102197436439067,-0.9082154382007996,0.3820207687875452
0.36,0.9195769886970986,0.8470052608159886,0.5091656256187684,0.2911050869752778
0.38,-0.4724816090704067,0.4828121688882965,-0.8171401098057993,0.38129924571921436
0.4,-0.2788001069005912,0.028870593215183815,-0.0016020340375437758,0.5961011995465273
0.42,-0.22115179063026735,-0.3444700457648462,0.4004335991938379,-0.6805801709851826
0.44,0.4828050687781782,-0.6320863088383981,0.30381602884650616,-0.6756745194368818
0.46,0.29695515485529134,0.9469568563685917,-0.5002672790788312,0.5350830337531014
0.48,-0.3020034280184263,0.8564008461852697,0.37818270159595113,-0.2928374295931908
0.5,-0.032897167512911496,-0.18871238063727502,0.6441042329823439,-0.10812520984554208
0.52,-0.23789762027622952,0.39236117219141087,-0.0988113152777037,-0.7458148471757144
0.54,0.4956787995143135,0.8520324989892045,-0.20056111800080467,0.008903929328760496
0.56,-0.23975787641157842,0.1622888863989187,-0.009191106984612452,-0.4302899394266282
0.58,0.9786123569994447,0.012968509529049932,0.21400028351102307,0.359981320671253
0.6,-0.7589747336605073,0.5727453992857174,-0.3479374983737147,-0.7982340429732895
0.62,0.6482446237302413,-0.900847807089024,0.6968759978747914,0.5705789161184496
0.64,0.31971686436851177,-0.15139586629388924,-0.3136567280553102,0.7661013935032157
0.66,0.27731721368160267,-0.7314886368797122,-0.7420037373451713,-0.6625702005325564
0.68,-0.857737334413206,0.46651825117107704,-0.8566395474033108,-0.9821076811970535
0.7000000000000001,-0.6150956999088635,0.18000214458267605,0.9798093495622431,0.37249532523146023
0.72,-0.928969537574752,-0.3756780281915548,-0.9979495661008406,-0.4531456437517287
0.74,-0.09455175521770731,-0.060322511600321205,-0.9820575303445265,-0.6200110359008553
0.76,0.6468307471681951,-0.7882965582074042,0.2602975292122036,-0.5893682602357904
0.78,-0.8465299554758758,0.385902839028329,-0.5412820470833917,0.906518225454354
0.8,-0.2523191516509431,-0.42868478833199775,-0.35732220757345323,-0.1514982041072679
0.8200000000000001,-0.6998715094977372,0.251794876986132,-0.9738352848259793,-0.7640702238313322
0.84,0.12516457753927224,-0.9656071524713445,-0.10591246221577677,0.8280296049789273
0.86,-0.9299059416028188,-0.47195618756061486,0.15945042399541398,-0.668612801654805
0.88,0.3593054778543312,-0.11454698455530887,-0.5671273266306083,-0.4456785544528079
0.9,-0.41106539889758564,-0.7036498844773071,0.06897549694254557,-0.7378535536287845
0.92,-0.6073623081288904,-0.6271160313397726,-0.779765920567328,0.4961416857321208
0.9400000000000001,0.4772310909425992,0.06548955453273053,0.6415397991775085,-0.37566073554189816
0.96,-0.05763699200232142,0.07132039407263857,-0.8024273722724635,-0.36404875795960234
0.98,0.9904728187562442,0.317387643683424,0.9891439296778295,-0.6933997871797939
1.0,0.055678510792207314,0.4309247796425557,0.26224834053581647,0.9880266906813633
