time	Qc0	Qc1	Qc2	Qc3
0	-0.400591445	0.334385313	0.689854685	-0.354105643
0.02	0.798126074	-0.34642235	0.763289645	0.560022021
0.04	0.362463986	-0.617935198	-0.462483055	-0.74944478
0.06	0.451733019	0.804956391	0.026550452	-0.280938795
0.08	-0.724678404	0.281940688	0.165023048	0.844420169
0.1	0.847967127	-0.514907553	0.746841011	0.353750414
0.12	0.147560731	0.703120627	0.742930125	-0.052476294
0.14	-0.760678479	-0.48914188	0.335925649	0.71986828
0.16	0.446216218	0.973467065	0.006068204	-0.978540268
0.18	0.017159478	0.291503891	-0.076558811	-0.082020649
0.2	-0.993157198	-0.436357558	-0.015707736	0.692136116
0.22	0.183127261	0.895051445	-0.050635857	-0.210046102
0.24	-0.649104607	-0.029224425	0.435172781	-0.278439643
0.26	0.556714658	0.99864773	0.30351499	-0.379116539
0.28	-0.510993993	-0.870150451	0.794097255	-0.292151111
0.3	-0.227806277	-0.739760718	0.81596569	0.580729102
0.32	0.084979377	0.029893131	-0.67129661	0.019123951
0.34	0.652201461	0.828150844	-0.873815601	0.297227692
0.36	-0.233054242	0.269759981	-0.499713292	-0.419682327
0.38	0.696307952	0.061272898	0.667717105	0.19256315
0.4	-0.23771684	0.330291364	-0.963689804	0.76133436
0.42	-0.079399084	0.097937467	-0.302446824	0.700704657
0.44	0.886506474	0.34803838	-0.353533269	0.680909083
0.46	-0.264884512	0.07081579	-0.41000505	0.934849739
0.48	0.52867407	0.822120928	-0.833611821	-0.11905935
0.5	0.699114794	0.771897931	-0.027059685	0.418835345
0.52	-0.665354802	0.249075755	-0.100108604	-0.535670612
0.54	0.748656331	-0.420683778	-0.851536051	0.979873471
0.56	-0.502143553	0.81964384	-0.29498801	0.406896531
0.58	-0.265434483	0.613909822	0.906001711	-0.675334083
0.6	0.624124145	0.710021039	0.665395189	0.745860265
0.62	-0.297970383	-0.978305424	-0.173984727	-0.66217673
0.64	-0.689766174	-0.731657966	0.066731112	0.035426566
0.66	-0.615326295	0.665079084	-0.510818656	-0.671892863
0.68	-0.046500536	0.686204714	-0.255781865	-0.137929485
0.7	0.688957557	-0.259398734	-0.214083454	0.503477864
0.72	-0.745310173	-0.881968307	-0.72579324	0.048588178
0.74	-0.438465864	-0.813541043	0.898739829	0.005448816
0.76	-0.297860592	0.945812435	-0.585035515	-0.533042819
0.78	0.928829841	0.570140639	-0.733494136	-0.473821484
0.8	-0.191785348	-0.152153419	-0.029605709	0.104748144
0.82	0.318182664	0.192018848	-0.517307882	0.881358295
0.84	-0.598339733	-0.853052701	-0.37549923	0.962114751
0.86	0.620283109	0.924092158	0.865463015	-0.857549351
0.88	-0.852842205	0.944892301	0.126526125	-0.522954046
0.9	0.208933086	-0.23308832	-0.709060709	0.789751288
0.92	0.181201998	0.856485911	0.24504581	0.705933812
0.94	-0.979086745	0.255381401	-0.320457127	0.298342489
0.96	0.658352839	0.645051204	-0.381306541	0.301659096
0.98	0.358322517	-0.911421102	-0.088460472	-0.938233543
1	0.783051863	0.441505948	0.178119369	-0.294752283
